,total_tweets,avg_tweet_length,avg_sentiment,activity_duration,degree,rumor_ratio,events,neighbors,rumor_tweets,non_rumor_tweets,total_tweets
2701014260,2,103.5,-0.15254813432693481,12519713.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""37501003"", ""257747817""]",0,2,2
977204844,4,97.75,-0.3059135675430298,12960272.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""183341278"", ""257747817"", ""23831448""]",0,4,4
360129829,4,113.0,-0.43695780634880066,12538178.0,21,0.75,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""34619653"", ""766996760"", ""17300548"", ""169890210"", ""390696780"", ""421182984"", ""42147957"", ""377696943"", ""17798031"", ""115750555"", ""162674848"", ""211280553"", ""21613942"", ""360129829"", ""1010456808"", ""511167564"", ""2386012770"", ""2412689935"", ""2741204688"", ""257747817"", ""143313538""]",3,1,4
331014209,3,101.0,-0.035564700762430825,6649851.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""68577152"", ""20878297"", ""1115146242""]",0,3,3
49700849,3,69.0,0.2622733513514201,6637132.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""272172091"", ""20878297"", ""257291338""]",1,2,3
15427912,10,118.7,-0.4905092120170593,6726310.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""148653311"", ""16343974"", ""97382927"", ""154066182""]",0,10,10
150974182,5,52.2,-0.26640365123748777,2345079.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""17537467"", ""206979151"", ""1359226843"", ""154066182""]",0,5,5
24001226,2,127.0,-0.07993870973587036,2044495.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""204832963"", ""645503""]",0,2,2
495464885,7,116.14285714285714,-0.3808124916894095,12669973.0,92,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""14427663"", ""1582077440"", ""188317155"", ""49388645"", ""119512960"", ""619760091"", ""495464885"", ""24238344"", ""794622211"", ""43378629"", ""1381489394"", ""1113825758"", ""457937298"", ""1097164332"", ""292629799"", ""14367935"", ""241559936"", ""338563496"", ""424657192"", ""2248084328"", ""2353607802"", ""277670569"", ""502155957"", ""613585172"", ""167255663"", ""2556027474"", ""257627273"", ""85738930"", ""51197241"", ""720544370"", ""12199652"", ""21874827"", ""501381054"", ""2279792244"", ""2322207225"", ""398689270"", ""14123701"", ""63682553"", ""44811114"", ""19028476"", ""249569378"", ""1937948592"", ""706919497"", ""28781926"", ""15819329"", ""1166506328"", ""167676689"", ""18334049"", ""24620486"", ""435427542"", ""2838670203"", ""1975940696"", ""63454290"", ""1087371074"", ""1891226040"", ""938022144"", ""2446614943"", ""210721521"", ""1301679750"", ""32707036"", ""814054454"", ""176708451"", ""68552069"", ""417315492"", ""880169738"", ""84194378"", ""364194053"", ""841303244"", ""171435540"", ""555584993"", ""1107594619"", ""10257342"", ""483275984"", ""47694347"", ""987416268"", ""729719605"", ""831862195"", ""489855788"", ""47282744"", ""569900167"", ""49797407"", ""481778335"", ""270411885"", ""558865239"", ""21713975"", ""20704612"", ""49678655"", ""786138018"", ""235430222"", ""60420690"", ""788255594"", ""402070775""]",0,7,7
270411885,2,63.5,0.7304062843322754,6648366.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""495464885"", ""289998339""]",0,2,2
24620486,4,113.5,0.031155988574028015,2081319.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""9207632"", ""495464885"", ""282977213"", ""121817564""]",0,4,4
51197241,4,105.25,0.027942746877670288,12513868.0,3,0.5,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""69773058"", ""495464885"", ""21879831""]",2,2,4
7309052,5,125.4,-0.6997133016586303,8727337.0,21,0.8,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""1030435626"", ""268635919"", ""2901964056"", ""2885752132"", ""2416235035"", ""279018011"", ""2241422761"", ""2721599621"", ""31493602"", ""390232856"", ""329976431"", ""2830305847"", ""1517705112"", ""15517408"", ""2912429401"", ""100005598"", ""100150564"", ""113174096"", ""534689933"", ""1348798826"", ""16509444""]",4,1,5
2901964056,10,62.1,-0.2724575698375702,5715863.0,4,0.1,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads""]","[""522285305"", ""15438913"", ""7309052"", ""31135856""]",1,9,10
2198241673,2,113.5,-0.04448089003562927,12514527.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""15764415"", ""2097571""]",0,2,2
373783051,32,74.625,-0.14481677673757076,12507241.0,142,0.46875,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""165859140"", ""607651527"", ""1090556088"", ""891449460"", ""238726677"", ""1884219200"", ""18815956"", ""336377205"", ""635204214"", ""1433155524"", ""402090275"", ""229846341"", ""531629036"", ""1865674987"", ""45061641"", ""98229175"", ""2437571275"", ""366375833"", ""172036550"", ""2194470846"", ""2316330373"", ""2931673021"", ""1682405497"", ""216542945"", ""27211964"", ""2842251353"", ""861712795"", ""919261092"", ""373783051"", ""351405195"", ""1951578937"", ""81696231"", ""29623004"", ""399162779"", ""134617566"", ""451656800"", ""52616937"", ""1955360286"", ""47259148"", ""1158273516"", ""24269325"", ""1226495796"", ""2241793219"", ""515895662"", ""77752606"", ""154523730"", ""404507637"", ""1104705374"", ""245200769"", ""624557599"", ""375190644"", ""311340378"", ""244323892"", ""111356099"", ""2730969312"", ""1349989992"", ""1161786943"", ""791064132"", ""263007263"", ""51201342"", ""199387685"", ""374215189"", ""1711450184"", ""594337767"", ""49209314"", ""566793543"", ""17264634"", ""2604128282"", ""861931308"", ""272247691"", ""973285034"", ""2317019724"", ""2494237140"", ""1692065287"", ""1634077976"", ""275450877"", ""898728732"", ""313198995"", ""1276671109"", ""325294552"", ""81060557"", ""366748134"", ""496236228"", ""2923372268"", ""2808659378"", ""108654382"", ""2474647404"", ""33822094"", ""31267020"", ""359678512"", ""350261087"", ""620045396"", ""230859523"", ""937897969"", ""926317914"", ""1366631"", ""22095997"", ""1964968338"", ""15943896"", ""64272430"", ""254258301"", ""1931711646"", ""86883476"", ""715539325"", ""297940057"", ""22446355"", ""2485285513"", ""2886832201"", ""534943027"", ""1977706561"", ""67285893"", ""428447412"", ""1339382407"", ""103037378"", ""1921550196"", ""375940972"", ""15166145"", ""1567581847"", ""44444655"", ""1177626974"", ""142150016"", ""2831069305"", ""1576714754"", ""1656966026"", ""1203031308"", ""206962580"", ""55347838"", ""80091959"", ""160348847"", ""2850249772"", ""269620333"", ""2347201443"", ""616677817"", ""389604704"", ""571301970"", ""272197502"", ""2835341775"", ""156829334"", ""792995834"", ""61554871"", ""2536112278"", ""2744045135""]",15,17,32
861712795,4,64.25,0.07108038663864136,1995265.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""373783051"", ""43182702"", ""51241574"", ""149913262""]",0,4,4
216542945,2,120.0,-0.3566896319389343,12513852.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""373783051"", ""15907183""]",0,2,2
937897969,2,122.5,-0.043180108070373535,2041279.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""373783051"", ""16675569""]",0,2,2
607651527,4,115.5,-0.43007852137088776,12520823.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""373783051"", ""20748745""]",2,2,4
2437571275,8,69.0,-0.20142053812742233,13027367.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""373783051"", ""1539100118"", ""100136358""]",0,8,8
16533116,2,115.0,0.7995346784591675,12648079.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""17073225"", ""246532728""]",0,2,2
2697713994,4,138.0,-0.32396532595157623,6554402.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""5402612"", ""246532728""]",0,4,4
2651936329,5,71.6,-0.135243821144104,2028130.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""7702542"", ""520011678"", ""101520906"", ""246532728""]",0,5,5
134240162,6,96.66666666666667,-0.19855482379595438,6646241.0,5,0.16666666666666666,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""8736882"", ""7587032"", ""491344675"", ""292777349"", ""5402612""]",1,5,6
204844864,5,121.0,-0.36540788412094116,13293757.0,5,0.4,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""16973333"", ""148116121"", ""51241574"", ""16299754"", ""41479334""]",2,3,5
2448215593,2,41.5,-0.5715205371379852,12667942.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""1716581"", ""16973333""]",0,2,2
27859283,2,110.0,-0.872870922088623,6747152.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""1367531"", ""16973333""]",1,1,2
1068809875,2,40.0,0.1520635485649109,6563984.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""330378192"", ""15513604""]",1,1,2
14717197,9,112.44444444444444,-0.5508186088667976,12535643.0,47,0.7777777777777778,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""374577469"", ""50251957"", ""54938749"", ""124555919"", ""33928457"", ""537670884"", ""2610546426"", ""259094582"", ""268528880"", ""331377273"", ""902528816"", ""246458133"", ""335871995"", ""156737416"", ""67706546"", ""911076488"", ""463977154"", ""2733049310"", ""805089864"", ""234018353"", ""1431651026"", ""106279514"", ""1080941352"", ""14731096"", ""20045868"", ""287275623"", ""65963242"", ""1468900753"", ""17329509"", ""2599925509"", ""1307986423"", ""1551980622"", ""201295178"", ""148383532"", ""2556666510"", ""126508387"", ""531931392"", ""14717197"", ""66914769"", ""433685408"", ""743765600"", ""22705932"", ""538027644"", ""193173207"", ""25941064"", ""25221139"", ""131039234""]",7,2,9
33928457,4,108.25,-0.34732355177402496,12542947.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""14717197"", ""64643056"", ""2680112214""]",0,4,4
25941064,6,96.83333333333333,-0.30737630526224774,2028501.0,4,0.16666666666666666,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""14717197"", ""55186601"", ""14138785"", ""153029181""]",1,5,6
19899606,2,104.5,-0.4086337685585022,2014764.0,37,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2882796675"", ""18209365"", ""583930928"", ""492034711"", ""2728595262"", ""441170122"", ""1497511932"", ""2861380028"", ""244015944"", ""1367921624"", ""119058143"", ""84572885"", ""399065347"", ""254803029"", ""2737987487"", ""1478130330"", ""525249347"", ""50377802"", ""2534066732"", ""1359226843"", ""138579043"", ""2842567535"", ""2295239155"", ""980457650"", ""2733816872"", ""302174491"", ""431590274"", ""328440716"", ""38635888"", ""2419558070"", ""101541188"", ""285902442"", ""2344354190"", ""479794433"", ""1240917696"", ""2193750641"", ""256046799""]",0,2,2
2295239155,12,122.33333333333333,-0.13522835075855255,2148371.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""19899606"", ""1125937411"", ""270569708""]",0,12,12
62591883,10,123.9,-0.2697641432285309,12707014.0,9,0.7,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""14173315"", ""2884771"", ""7587032"", ""15108702"", ""87416722"", ""64643056"", ""50348344"", ""1367531"", ""5402612""]",7,3,10
151827802,4,74.75,-0.15284903347492218,2022722.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""14173315"", ""103065157""]",0,4,4
303328398,2,82.0,-0.008853912353515625,12674118.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""17995040"", ""195271137""]",0,2,2
1512120685,2,124.0,-0.44699472188949585,1983620.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""20402945"", ""807095""]",0,2,2
14940354,10,130.7,-0.25617467164993285,19234637.0,92,0.4,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""19062512"", ""18657807"", ""17686959"", ""37891446"", ""2824340152"", ""883289545"", ""66278875"", ""18584536"", ""2383954135"", ""2909484938"", ""2148496332"", ""23111958"", ""35679546"", ""395335393"", ""137832626"", ""2347173660"", ""13136732"", ""1591753178"", ""551551599"", ""1559702449"", ""23935607"", ""269042717"", ""249574232"", ""492529570"", ""2655630895"", ""118878145"", ""255527829"", ""143067985"", ""2533320481"", ""51381252"", ""2450833706"", ""7040442"", ""158121515"", ""28024611"", ""12712112"", ""19622848"", ""21899739"", ""77284148"", ""95293452"", ""51003218"", ""213530957"", ""61366208"", ""2222877594"", ""159451731"", ""157013030"", ""102189393"", ""898260326"", ""1516800876"", ""161090384"", ""16678471"", ""2403111176"", ""1487704298"", ""1455108678"", ""391815955"", ""323485509"", ""518018426"", ""15877276"", ""1344297120"", ""2775150405"", ""277747585"", ""251810673"", ""339665363"", ""519314995"", ""47165550"", ""379700347"", ""44165283"", ""36750642"", ""422640612"", ""134808120"", ""448043662"", ""108721985"", ""155285081"", ""96823343"", ""34071928"", ""2469384241"", ""331377273"", ""14940354"", ""51423800"", ""283869205"", ""494579507"", ""447783276"", ""2780648743"", ""134216710"", ""14162258"", ""345071560"", ""9131962"", ""18024557"", ""1038990073"", ""1572315950"", ""18929297"", ""1820497134"", ""2199541""]",4,6,10
54661743,5,126.8,-0.21930575370788574,19424881.0,4,0.2,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""27187343"", ""282335488"", ""83638901"", ""63502107""]",1,4,5
106790430,2,110.5,-0.15791624784469604,12690680.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""27187343"", ""26642006""]",1,1,2
595842442,6,69.16666666666667,-0.4000174005826314,2009994.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""27187343"", ""202934450""]",0,6,6
347358838,6,69.66666666666667,-0.5118731757005056,12612923.0,4,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""3108351"", ""16973333"", ""15108530"", ""37303498""]",4,2,6
551234726,8,113.125,-0.11054828017950058,6828036.0,7,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""168828976"", ""282977213"", ""7587032"", ""15438913"", ""6107422"", ""292777349"", ""39728435""]",0,8,8
19346439,14,102.78571428571429,-0.33342515570776804,6737514.0,72,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""770550"", ""203377811"", ""2790758468"", ""193349169"", ""16076032"", ""175801508"", ""265608153"", ""20233638"", ""2260870241"", ""2436705422"", ""491395396"", ""15628478"", ""22369295"", ""879038035"", ""1451170099"", ""2940918182"", ""227917021"", ""18176779"", ""1972731678"", ""19346439"", ""1155841"", ""220009613"", ""2170209896"", ""40207464"", ""399004122"", ""14150382"", ""985206434"", ""20703804"", ""119084327"", ""73074188"", ""1622984269"", ""18686079"", ""20130428"", ""2194623472"", ""185947193"", ""632286118"", ""1343325901"", ""137077093"", ""310750549"", ""28133713"", ""21570066"", ""162728456"", ""721029913"", ""17484243"", ""1484967949"", ""2201786204"", ""392775714"", ""140622942"", ""86522841"", ""190458578"", ""199701783"", ""610028948"", ""2364786337"", ""8863322"", ""293059094"", ""321034096"", ""472998795"", ""2666274223"", ""238575113"", ""254581920"", ""2787720983"", ""197366013"", ""438118599"", ""105404541"", ""320244126"", ""279533332"", ""60167374"", ""2383104221"", ""89929611"", ""19716217"", ""256046799"", ""2798876236""]",0,14,14
15628478,4,79.0,0.3099764883518219,12687581.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""13393052"", ""19346439"", ""5513002""]",0,4,4
8863322,3,117.0,-0.25401991605758667,6564387.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""19346439"", ""16973333"", ""41203507""]",0,3,3
2170209896,8,132.625,-0.3728853240609169,2081980.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""15438913"", ""22021978"", ""19346439""]",0,8,8
879038035,3,122.0,-0.2510852813720703,12741715.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""18643437"", ""19346439"", ""7587032""]",0,3,3
1343325901,6,103.5,-0.20509199301401773,2496684.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""19346439"", ""206979151"", ""16834659""]",2,4,6
326228723,2,65.5,-0.5469620227813721,6775390.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""952112047"", ""19211550""]",1,1,2
2302159284,3,101.33333333333333,-0.4967299699783325,2031537.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""18424289"", ""7702542"", ""28785486""]",0,3,3
27637361,17,70.23529411764706,-0.23743705539142385,2114461.0,7,0.23529411764705882,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""7702542"", ""17995040"", ""171802941"", ""342894187"", ""49279876"", ""22993014"", ""5402612""]",4,13,17
243447325,3,59.0,-0.20215018590291342,6733343.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""5402612"", ""292777349"", ""149913262""]",1,2,3
823731786,5,135.0,-0.5336636543273926,2102137.0,5,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""763156754"", ""31114386"", ""711348452"", ""149913262"", ""2799960092""]",0,5,5
531598198,24,120.20833333333333,-0.30467411130666733,12683948.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""14700316"", ""149913262""]",0,24,24
2863774500,2,92.5,-0.0945693850517273,6774446.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""72882689"", ""149913262""]",1,1,2
45851324,2,138.0,0.13249647617340088,6654716.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""16973333"", ""5402612""]",1,1,2
282977213,10,107.9,-0.33039672374725343,2033997.0,31,0.1,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""14098166"", ""2317241800"", ""272114850"", ""2583172532"", ""503693741"", ""551234726"", ""1250847332"", ""20048693"", ""55911799"", ""24509168"", ""46313137"", ""26550151"", ""61532349"", ""75192299"", ""2307359154"", ""20496966"", ""291763454"", ""63112335"", ""282977213"", ""2163076560"", ""1485225582"", ""522132942"", ""38087318"", ""281670182"", ""15250661"", ""24620486"", ""2343835389"", ""2263772618"", ""86392086"", ""137521303"", ""1931711646""]",1,9,10
134617566,5,82.8,-0.07630006074905396,2033901.0,2,0.4,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""373783051"", ""254873869""]",2,3,5
38495037,3,94.0,-0.4753117760022481,2048632.0,2,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""337200920"", ""258627226""]",2,1,3
254806449,3,93.66666666666667,-0.5978667934735616,6628053.0,2,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""635608354"", ""337200920""]",2,1,3
280316807,8,109.75,-0.10620392858982086,12695296.0,3,0.25,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""18622869"", ""6160792"", ""26642006""]",2,6,8
180884051,3,98.66666666666667,-0.6488210956255595,5817634.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads""]","[""6160792"", ""64643056""]",0,3,3
2728348305,2,37.5,0.7167662382125854,6463274.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""820585"", ""17820367""]",1,1,2
126966332,4,94.75,-0.3283180594444275,12860990.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""11265832"", ""820585"", ""319777415""]",0,4,4
44691104,2,48.0,0.0509263277053833,2047395.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""27831488"", ""1571428436""]",1,1,2
2933799228,3,73.33333333333333,-0.20845985412597656,5828058.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""putinmissing-all-rnr-threads""]","[""292777349"", ""64643056""]",0,3,3
16166464,2,136.5,-0.43891945481300354,2028218.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""972651"", ""14511951""]",1,1,2
60862254,2,115.0,-0.5520510077476501,2001004.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""87818409"", ""16672510""]",0,2,2
36305576,3,105.66666666666667,-0.43756107489267987,2033056.0,3,0.3333333333333333,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""86141342"", ""199721359"", ""20402945""]",1,2,3
500410336,4,123.5,-0.6929221898317337,13377419.0,4,0.5,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads"", ""ottawashooting-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""5402612"", ""1367531"", ""199721359"", ""17469289""]",2,2,4
204339253,2,139.0,-0.3003584146499634,12604298.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""199721359"", ""954124423""]",0,2,2
2446614943,3,48.666666666666664,0.21673198541005453,12672515.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""495464885"", ""97382927"", ""5402612""]",0,3,3
15143478,3,129.0,-0.5317168434460958,2014038.0,78,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""7961972"", ""540771222"", ""175243720"", ""1963704589"", ""16857215"", ""3367641"", ""182570977"", ""2916544419"", ""307221635"", ""189658093"", ""215352821"", ""1569707556"", ""606090045"", ""2681494416"", ""444467128"", ""22120918"", ""107908397"", ""26543707"", ""159855064"", ""222241770"", ""2620831379"", ""13040652"", ""2645645520"", ""48518399"", ""27941438"", ""520565312"", ""2799947666"", ""145263864"", ""217616267"", ""15367213"", ""345289707"", ""56028793"", ""78048071"", ""34453374"", ""2781429392"", ""15565732"", ""140738704"", ""2908664472"", ""115506089"", ""186110649"", ""522289313"", ""342544842"", ""16482504"", ""16023370"", ""15903179"", ""592917236"", ""1406255324"", ""213411682"", ""1416686606"", ""1296296228"", ""21414569"", ""1675503409"", ""39649502"", ""15143478"", ""64039086"", ""1577059465"", ""59685116"", ""558118066"", ""564191971"", ""532682350"", ""52369289"", ""492034711"", ""453714544"", ""2372161123"", ""404260094"", ""170022711"", ""70164920"", ""2873595551"", ""9126702"", ""39204895"", ""32351459"", ""38624168"", ""75945291"", ""716027743"", ""266276055"", ""823857570"", ""324185138"", ""2886174354""]",0,3,3
15367213,3,120.0,-0.13257726033528647,2006015.0,1,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""15143478""]",0,3,3
59685116,2,127.0,-0.5799768567085266,2067719.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""44835347"", ""15143478""]",0,2,2
2826961293,5,55.6,-0.09938334226608277,6741553.0,4,0.2,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""3108351"", ""15586316"", ""15754281"", ""1877831""]",1,4,5
22600696,2,63.5,-0.5332806706428528,6638535.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""207441433"", ""635608354""]",0,2,2
630030090,20,118.1,-0.18158270418643951,12744863.0,4,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""207441433"", ""17068692"", ""14849562"", ""11265832""]",0,20,20
1952486390,3,103.33333333333333,-0.6621890862782797,6634136.0,2,0.6666666666666666,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""207441433"", ""214007688""]",2,1,3
2938592060,6,129.83333333333334,-0.66036390264829,6774051.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""403647191"", ""51241574"", ""64643056""]",0,6,6
142165701,3,115.0,-0.05650226275126139,2040837.0,3,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""2799960092"", ""403576718"", ""5402612""]",0,3,3
395700090,4,39.75,-0.321016326546669,6783837.0,3,0.75,"[""charliehebdo-all-rnr-threads"", ""germanwings-crash-all-rnr-threads""]","[""91493488"", ""17561562"", ""428333""]",3,1,4
1400503214,3,91.0,-0.07119345664978027,12746238.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""46303458"", ""428333""]",0,3,3
84135023,2,100.5,0.011594951152801514,1986132.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""sydneysiege-all-rnr-threads""]","[""17995040"", ""428333""]",0,2,2
441919659,2,108.0,-0.6129213869571686,12516231.0,2,0.5,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""16832632"", ""64643056""]",1,1,2
1601942108,2,72.5,0.06808453798294067,6636734.0,2,0.0,"[""charliehebdo-all-rnr-threads"", ""ottawashooting-all-rnr-threads""]","[""113899804"", ""39364684""]",0,2,2
390696780,5,107.8,-0.26560295820236207,12966153.0,5,0.2,"[""charliehebdo-all-rnr-threads"", ""ferguson-all-rnr-threads""]","[""360129829"", ""15164565"", ""14090948"", ""325340909"", ""113899804""]",1,4,5
